,white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result
4144,c,2,b,6,g,1,eight
4145,c,3,g,3,g,7,thirteen
4146,b,2,e,1,g,3,thirteen
4147,b,1,h,4,e,6,fourteen
4148,c,1,c,5,c,7,fourteen
4149,d,3,c,8,h,4,eleven
4150,d,1,a,8,a,7,draw
4151,d,4,a,8,h,7,nine
4152,a,1,d,1,e,4,fifteen
4153,b,1,e,8,h,4,thirteen
4154,d,2,b,3,g,8,twelve
4155,d,1,c,3,a,6,ten
4156,b,1,e,8,a,8,thirteen
4157,a,1,d,4,g,6,fourteen
4158,c,2,c,8,c,7,draw
4159,c,1,a,7,e,2,thirteen
4160,c,1,b,2,g,2,ten
4161,b,1,h,5,a,5,fourteen
4162,d,1,b,2,c,6,fourteen
4163,c,3,c,1,g,2,ten
4164,d,3,b,3,a,3,draw
4165,d,2,c,2,d,7,thirteen
4166,d,1,g,6,a,5,fourteen
4167,d,4,d,6,g,2,ten
4168,d,2,a,6,d,8,eleven
4169,b,1,f,2,g,2,draw
4170,c,2,h,8,f,3,fourteen
4171,d,3,a,2,g,4,twelve
4172,a,1,f,1,h,8,twelve
4173,d,2,d,8,h,1,six
4174,c,1,d,4,h,5,thirteen
4175,c,2,b,6,e,1,eight
4176,c,1,e,1,a,8,twelve
4177,c,1,d,4,d,8,thirteen
4178,a,1,g,3,c,1,ten
4179,b,1,h,7,a,6,fourteen
4180,d,3,h,4,b,5,ten
4181,b,1,f,8,h,3,twelve
4182,b,1,d,2,a,7,eleven
4183,d,2,b,6,f,5,thirteen
4184,c,2,g,7,a,8,nine
4185,d,3,f,2,b,3,seven
4186,b,1,a,3,b,7,thirteen
4187,c,3,f,1,e,1,draw
4188,d,4,h,3,c,1,eight
4189,a,1,h,2,h,6,fourteen
4190,d,2,b,3,b,7,eleven
4191,b,1,f,5,d,4,fifteen
4192,c,2,h,4,f,6,thirteen
4193,d,3,c,1,b,8,eight
4194,c,2,h,3,f,3,fourteen
4195,b,2,g,8,f,5,fourteen
4196,c,2,b,6,h,7,eleven
4197,d,3,e,5,g,7,nine
4198,c,2,b,2,h,5,thirteen
4199,c,2,d,3,g,1,seven
4200,b,1,e,1,g,6,thirteen
4201,b,2,g,1,h,4,ten
4202,b,2,f,7,g,1,eleven
4203,a,1,e,8,e,3,fifteen
4204,d,1,a,3,a,4,draw
4205,d,1,d,5,f,2,fourteen
4206,b,1,h,4,f,5,fourteen
4207,a,1,b,5,h,3,thirteen
4208,d,1,c,2,f,3,fifteen
4209,c,1,b,6,a,3,eight
4210,c,1,e,5,c,8,fourteen
4211,a,1,e,6,h,3,fourteen
4212,c,2,d,3,c,7,ten
4213,d,2,f,6,c,6,fourteen
4214,c,1,d,4,f,8,thirteen
4215,d,3,h,6,e,7,ten
4216,c,3,d,1,h,6,eleven
4217,d,1,f,5,b,3,twelve
4218,c,1,b,4,g,8,twelve
4219,d,2,f,7,d,4,fourteen
4220,c,2,g,1,h,8,seven
4221,d,2,f,6,h,6,eleven
4222,b,1,g,3,f,7,fourteen
4223,d,3,e,2,d,1,four
4224,a,1,g,2,e,4,sixteen
4225,c,2,g,1,h,6,seven
4226,b,2,h,8,h,4,thirteen
4227,c,1,b,4,g,1,eight
4228,d,4,b,5,b,1,eight
4229,b,1,g,7,d,7,fifteen
4230,d,2,a,3,a,2,draw
4231,d,2,e,3,h,7,eleven
4232,b,1,f,2,e,7,fourteen
4233,d,3,d,5,b,2,six
4234,b,2,d,5,g,3,twelve
4235,d,2,d,6,h,6,twelve
4236,d,1,g,3,b,7,thirteen
4237,c,3,f,6,e,4,fourteen
4238,b,1,e,7,c,7,fifteen
4239,b,2,b,5,f,3,twelve
4240,c,1,h,8,b,5,thirteen
4241,b,2,b,4,h,2,nine
4242,b,1,g,6,d,8,thirteen
4243,d,4,a,3,d,1,nine
4244,d,3,b,8,a,8,draw
4245,a,1,c,4,f,5,fifteen
4246,b,1,e,8,h,5,thirteen
4247,c,1,g,8,e,1,twelve
4248,d,3,f,8,a,4,ten
4249,d,3,b,3,f,7,twelve
4250,c,3,g,3,a,1,three
4251,b,2,b,1,d,4,fourteen
4252,b,1,b,6,b,4,sixteen
4253,c,2,g,4,f,3,draw
4254,b,1,c,4,e,4,fifteen
4255,d,4,e,5,h,7,nine
4256,d,1,h,2,b,4,thirteen
4257,b,1,a,5,e,6,thirteen
4258,c,1,f,3,b,6,thirteen
4259,b,1,d,7,f,8,eleven
4260,b,1,h,8,f,3,fourteen
4261,d,2,f,8,g,6,ten
4262,d,4,b,7,f,1,nine
4263,b,2,c,1,f,6,fourteen
4264,d,4,e,2,d,2,draw
4265,c,2,g,3,c,5,fourteen
4266,c,1,a,3,g,7,fourteen
4267,b,2,d,3,e,4,draw
4268,d,3,h,7,f,5,twelve
4269,c,1,a,4,c,4,fourteen
4270,b,2,f,1,d,1,thirteen
4271,c,1,c,4,g,5,fourteen
4272,d,3,d,7,d,5,twelve
4273,b,1,c,2,d,2,sixteen
4274,c,3,b,5,h,2,nine
4275,a,1,e,5,d,4,draw
4276,d,2,c,6,d,8,twelve
4277,c,3,b,2,g,4,twelve
4278,c,2,h,5,a,1,one
4279,d,2,e,1,c,8,eleven
4280,b,1,h,6,a,8,twelve
4281,d,2,c,8,d,4,thirteen
4282,c,2,b,4,b,5,draw
4283,c,2,b,1,g,5,thirteen
4284,d,2,g,5,a,8,ten
4285,c,2,g,1,f,2,draw
4286,d,1,b,3,h,2,five
4287,d,1,b,2,g,1,five
4288,b,2,a,7,g,4,fourteen
4289,d,2,c,8,d,8,draw
4290,a,1,h,7,e,5,sixteen
4291,a,1,h,6,g,5,draw
4292,b,1,f,7,g,7,draw
4293,d,4,d,3,b,2,six
4294,c,1,d,1,e,8,thirteen
4295,a,1,b,1,g,3,fifteen
4296,d,1,e,5,a,8,twelve
4297,c,2,a,5,g,1,eight
4298,d,2,e,1,g,3,twelve
4299,a,1,a,6,h,4,fifteen
4300,d,2,g,5,h,6,draw
4301,d,2,a,1,e,6,thirteen
4302,d,1,d,7,g,5,fourteen
4303,d,3,b,8,h,4,eleven
4304,c,3,h,5,f,5,twelve
4305,c,1,d,3,c,6,twelve
4306,c,1,f,3,g,3,draw
4307,d,3,a,5,c,7,eleven
4308,a,1,g,7,g,3,sixteen
4309,d,3,d,1,c,1,draw
4310,c,1,c,4,f,2,nine
4311,d,3,d,6,b,3,seven
4312,c,1,a,5,e,4,thirteen
4313,d,2,b,5,g,5,twelve
4314,b,1,a,8,e,2,fourteen
4315,c,1,e,1,a,1,two
4316,d,3,d,8,b,2,six
4317,c,2,d,7,f,3,fourteen
4318,d,4,f,8,b,1,eight
4319,d,1,a,3,h,8,twelve
4320,d,4,h,3,d,2,nine
4321,d,4,g,4,g,1,eight
4322,b,2,d,1,h,4,twelve
4323,c,2,b,5,h,3,ten
4324,d,1,e,1,d,6,fourteen
4325,c,1,f,6,a,3,twelve
4326,a,1,g,7,f,6,draw
4327,d,2,g,1,d,7,thirteen
4328,c,1,h,4,g,5,draw
4329,d,1,e,2,a,5,twelve
4330,b,2,a,3,h,2,eight
4331,d,2,e,5,d,4,draw
4332,d,4,a,5,f,1,nine
4333,b,2,d,3,e,3,draw
4334,b,2,c,1,e,1,ten
4335,c,1,h,4,d,6,fourteen
4336,d,2,a,6,g,5,thirteen
4337,d,1,h,6,f,7,thirteen
4338,b,1,h,8,a,4,eleven
4339,d,4,h,4,g,4,draw
4340,d,3,e,2,a,3,seven
4341,b,2,h,6,e,3,fifteen
4342,d,2,c,1,b,1,five
4343,a,1,a,8,f,1,eleven
4344,b,1,a,8,c,5,fourteen
4345,d,2,d,4,e,7,twelve
4346,d,3,b,8,c,6,twelve
4347,d,1,c,3,d,8,fourteen
4348,d,4,b,2,f,2,ten
4349,d,4,e,1,c,2,nine
4350,d,2,h,5,d,8,twelve
4351,b,1,e,6,f,4,fourteen
4352,d,1,d,5,f,1,six
4353,d,1,d,3,d,5,fourteen
4354,d,3,g,5,e,1,eight
4355,d,3,g,2,c,6,twelve
4356,d,3,h,7,g,5,twelve
4357,a,1,f,7,d,1,fourteen
4358,c,2,d,6,e,8,twelve
4359,b,1,e,8,f,6,thirteen
4360,b,1,d,7,g,2,thirteen
4361,d,1,g,8,h,6,nine
4362,d,3,g,8,f,6,thirteen
4363,d,2,f,5,f,6,draw
4364,d,2,d,5,c,4,draw
4365,d,2,b,1,d,4,thirteen
4366,d,3,a,5,b,1,five
4367,c,1,c,7,g,2,ten
4368,c,1,e,8,a,6,thirteen
4369,d,3,d,4,h,7,ten
4370,d,2,b,2,d,4,thirteen
4371,c,3,e,5,a,1,two
4372,b,1,g,2,b,6,thirteen
4373,b,2,h,3,h,5,fifteen
4374,d,2,c,8,h,4,eleven
4375,d,2,e,4,h,5,ten
4376,d,1,e,6,c,8,thirteen
4377,c,2,a,4,e,6,thirteen
4378,d,2,e,8,h,4,eleven
4379,d,3,f,7,c,6,thirteen
4380,d,3,f,1,h,2,eight
4381,d,1,d,4,b,5,thirteen
4382,b,1,e,2,g,1,seven
4383,d,4,h,3,g,7,eleven
4384,d,2,d,8,e,8,draw
4385,d,1,h,6,h,5,draw
4386,d,3,f,1,a,5,ten
4387,d,2,a,4,c,5,thirteen
4388,c,1,h,2,f,6,fourteen
4389,c,3,f,5,a,1,two
4390,d,1,c,8,g,4,fourteen
4391,a,1,b,8,h,4,fourteen
4392,b,1,h,4,b,4,fourteen
4393,d,2,b,6,g,4,thirteen
4394,c,2,f,3,e,7,thirteen
4395,c,2,h,8,e,2,ten
4396,d,1,b,4,f,4,fourteen
4397,c,2,e,4,e,7,twelve
4398,c,2,a,7,f,2,ten
4399,c,1,f,3,e,7,fourteen
4400,c,3,h,4,e,4,thirteen
4401,c,3,h,4,f,6,thirteen
4402,d,1,f,3,f,1,five
4403,d,1,a,3,a,1,five
4404,b,2,e,3,d,2,draw
4405,c,3,d,4,f,3,ten
4406,b,1,a,6,f,1,ten
4407,d,1,d,4,c,7,eleven
4408,d,3,a,1,a,7,nine
4409,d,2,f,3,f,8,thirteen
4410,c,3,d,2,h,5,twelve
4411,d,3,a,3,a,7,nine
4412,c,3,g,5,g,6,draw
4413,c,1,f,3,e,1,eight
4414,b,1,b,3,f,8,fourteen
4415,c,2,f,1,b,5,twelve
4416,d,3,g,8,h,1,five
4417,d,3,c,2,c,7,twelve
4418,d,1,c,4,g,2,seven
4419,a,1,a,2,g,4,fifteen
4420,d,3,c,4,h,6,eleven
4421,b,1,b,5,h,5,thirteen
4422,a,1,b,5,d,1,fifteen
4423,c,1,g,5,c,7,thirteen
4424,b,1,b,3,a,5,seven
4425,d,2,e,2,h,3,eleven
4426,c,3,e,4,d,1,one
4427,c,1,g,7,h,1,eight
4428,c,2,d,2,h,8,eleven
4429,c,1,e,1,c,3,fourteen
4430,d,1,c,2,e,8,fourteen
4431,d,1,b,4,f,1,six
4432,c,2,c,3,f,8,thirteen
4433,b,1,e,1,d,6,fourteen
4434,d,3,c,1,b,4,nine
4435,d,2,d,1,d,4,fourteen
4436,d,2,d,4,c,8,nine
4437,c,3,h,8,g,1,ten
4438,d,4,f,3,h,6,nine
4439,d,2,g,6,b,5,thirteen
4440,d,2,c,5,h,1,six
4441,b,1,c,1,g,8,fourteen
4442,d,1,g,2,g,5,fourteen
4443,c,1,b,3,f,7,fourteen
4444,d,2,f,8,g,7,draw
4445,d,2,a,1,b,4,thirteen
4446,c,1,b,7,d,8,eleven
4447,b,1,d,5,f,7,fourteen
4448,b,1,b,2,e,3,fifteen
4449,b,1,g,3,h,2,draw
4450,d,2,g,5,h,1,five
4451,b,1,c,2,h,3,thirteen
4452,b,1,f,5,h,3,twelve
4453,d,2,d,3,e,8,eleven
4454,b,1,g,3,b,8,twelve
4455,d,3,a,1,e,5,twelve
4456,c,1,g,1,f,2,draw
4457,d,3,a,4,h,4,eleven
4458,a,1,c,2,h,4,fourteen
4459,d,3,c,2,e,7,twelve
4460,d,2,f,3,a,4,ten
4461,d,1,a,8,g,6,thirteen
4462,d,2,a,6,h,5,thirteen
4463,c,2,d,1,g,6,thirteen
4464,b,1,d,2,d,4,fifteen
4465,d,2,a,5,f,4,eleven
4466,d,4,b,3,f,1,nine
4467,d,2,b,7,d,5,fourteen
4468,d,3,c,8,c,1,five
4469,b,2,a,1,e,3,fourteen
4470,d,3,b,1,g,3,nine
4471,d,4,c,1,e,1,nine
4472,d,4,a,7,g,4,eleven
4473,c,2,h,6,a,3,eleven
4474,c,1,b,1,h,7,fourteen
4475,b,2,g,3,e,3,fifteen
4476,b,1,c,3,a,8,nine
4477,d,1,f,4,e,8,fourteen
4478,d,2,d,4,c,7,ten
4479,d,2,b,1,a,4,seven
4480,c,2,a,3,h,1,seven
4481,c,3,f,5,h,8,nine
4482,d,2,g,8,c,4,thirteen
4483,b,1,d,4,c,4,draw
4484,c,1,d,2,g,1,five
4485,c,2,b,4,f,1,eight
4486,d,2,b,5,e,7,twelve
4487,c,2,b,1,g,1,eight
4488,b,2,e,2,g,2,thirteen
4489,d,2,e,7,a,2,five
4490,d,3,e,8,g,6,eleven
4491,d,1,c,2,f,7,fourteen
4492,d,4,c,6,h,1,seven
4493,c,1,g,1,h,5,eight
4494,d,3,b,2,a,6,five
4495,d,1,b,1,h,1,six
4496,d,2,h,3,a,6,eleven
4497,d,3,e,7,h,8,eight
4498,d,1,c,5,f,3,thirteen
4499,b,2,b,3,g,5,fourteen
4500,c,3,f,6,h,1,nine
4501,d,1,a,2,g,1,five
4502,c,1,a,8,f,4,fourteen
4503,d,1,e,5,g,8,twelve
4504,b,1,h,1,d,3,fifteen
4505,d,1,c,8,g,8,fourteen
4506,c,2,f,5,g,2,ten
4507,c,1,c,7,a,8,ten
4508,b,1,g,8,c,5,fifteen
4509,c,1,f,5,e,2,fourteen
4510,c,2,b,3,g,5,thirteen
4511,d,1,e,2,a,7,twelve
4512,b,1,h,8,e,5,fifteen
4513,d,1,a,6,d,5,fourteen
4514,a,1,c,8,d,2,sixteen
4515,c,2,d,2,h,6,twelve
4516,b,1,f,5,h,6,thirteen
4517,d,2,a,4,a,2,five
4518,c,1,a,8,h,5,twelve
4519,b,2,b,8,g,5,fourteen
4520,b,2,f,5,d,1,twelve
4521,c,2,f,7,c,8,ten
4522,d,3,f,4,f,6,twelve
4523,c,3,a,8,e,2,ten
4524,c,2,f,4,d,5,fourteen
4525,d,4,a,5,g,4,ten
4526,d,2,a,4,h,7,ten
4527,b,2,d,3,e,2,draw
4528,c,3,b,4,e,3,nine
4529,c,1,a,7,f,2,eleven
4530,c,1,b,7,c,4,fifteen
4531,d,2,b,1,d,6,thirteen
4532,d,3,h,8,b,2,six
4533,d,4,g,4,f,1,eight
4534,d,1,f,4,d,3,eleven
4535,a,1,d,6,h,2,twelve
4536,d,2,b,5,f,4,eleven
4537,b,2,a,7,d,3,fourteen
4538,d,2,f,1,f,2,draw
4539,c,2,g,3,f,5,fourteen
4540,b,1,f,4,a,6,fourteen
4541,d,2,d,4,g,4,twelve
4542,d,3,h,7,f,8,nine
4543,d,2,e,4,b,3,four
4544,d,3,b,6,e,1,eight
4545,d,1,f,5,h,3,twelve
4546,c,1,c,4,d,6,fifteen
4547,c,2,f,1,d,4,fourteen
4548,d,3,e,4,a,6,nine
4549,b,1,a,8,b,4,fourteen
4550,d,3,a,3,b,6,twelve
4551,b,2,h,8,h,3,twelve
4552,d,1,h,3,a,5,thirteen
4553,c,3,f,2,a,1,three
4554,d,4,b,4,c,2,seven
4555,d,3,e,2,b,3,seven
4556,a,1,e,7,g,4,fifteen
4557,a,1,b,3,e,4,sixteen
4558,b,2,h,8,e,4,fifteen
4559,d,3,b,1,e,5,twelve
4560,d,2,c,1,g,1,six
4561,d,1,h,7,g,3,fourteen
4562,c,2,d,5,a,4,seven
4563,d,3,b,6,d,7,eleven
4564,c,2,g,4,a,6,eleven
4565,d,1,h,2,a,8,twelve
4566,d,1,d,6,a,8,twelve
4567,d,1,d,3,d,8,thirteen
4568,c,3,g,3,h,5,nine
4569,a,1,a,7,d,2,fourteen
4570,c,2,f,6,h,3,twelve
4571,c,1,e,5,b,5,fourteen
4572,d,2,g,3,e,6,thirteen
4573,d,4,h,2,h,4,eleven
4574,d,1,h,8,f,8,fourteen
4575,b,1,d,1,e,7,fourteen
4576,c,2,d,2,c,5,eleven
4577,d,1,c,6,e,8,thirteen
4578,c,2,g,6,f,5,draw
4579,b,2,d,6,f,4,fifteen
4580,d,1,g,4,c,5,fourteen
4581,d,1,g,1,h,4,seven
4582,c,1,d,1,g,6,fourteen
4583,c,2,b,5,h,5,twelve
4584,d,3,b,8,d,1,two
4585,d,1,b,4,f,6,fourteen
4586,c,1,f,4,f,6,fifteen
4587,a,1,h,6,f,3,sixteen
4588,c,2,g,4,d,6,thirteen
4589,b,1,f,7,a,7,fourteen
4590,a,1,g,7,h,5,eleven
4591,a,1,g,4,h,6,eleven
4592,a,1,c,7,h,2,twelve
4593,c,1,d,3,b,8,eleven
4594,d,4,g,8,f,4,eleven
4595,c,3,a,3,h,1,seven
4596,c,2,a,8,e,1,eight
4597,c,2,d,7,g,6,thirteen
4598,c,1,g,3,f,6,fourteen
4599,b,1,e,6,b,3,fourteen
4600,b,1,c,7,e,3,fifteen
4601,c,2,b,3,f,1,seven
4602,c,1,b,5,f,6,thirteen
4603,c,1,c,4,a,8,nine
4604,c,3,c,7,b,1,three
4605,d,4,f,4,d,1,eight
4606,d,1,h,3,f,6,fourteen
4607,b,1,b,8,h,8,fourteen
4608,c,2,f,8,a,4,ten
4609,b,1,h,3,f,5,fifteen
4610,d,1,c,6,g,2,ten
4611,c,3,c,7,h,6,thirteen
4612,d,4,d,6,f,1,nine
4613,c,1,h,3,d,5,fourteen
4614,d,1,a,1,f,8,thirteen
4615,d,1,f,3,e,5,fourteen
4616,d,2,h,7,f,4,thirteen
4617,c,1,a,5,c,5,fourteen
4618,c,1,a,7,a,3,twelve
4619,c,1,c,2,h,1,six
4620,a,1,c,7,e,4,sixteen
4621,b,2,f,6,d,1,thirteen
4622,d,1,c,5,d,5,draw
4623,b,1,h,1,f,3,fourteen
4624,b,1,g,2,e,2,fifteen
4625,d,4,d,8,f,5,eleven
4626,c,2,e,4,c,4,twelve
4627,d,3,e,1,e,8,ten
4628,c,1,b,6,d,6,fifteen
4629,c,1,e,5,g,6,fourteen
4630,d,1,c,1,h,4,fourteen
4631,d,3,c,5,a,2,six
4632,c,2,e,3,e,1,seven
4633,d,2,c,2,g,6,thirteen
4634,c,1,f,7,g,6,draw
4635,d,1,c,3,a,8,nine
4636,d,3,g,3,h,6,seven
4637,d,1,h,1,f,5,fourteen
4638,c,1,a,1,a,4,fourteen
4639,d,3,b,4,d,7,twelve
4640,c,2,f,2,e,4,fifteen
4641,a,1,g,1,g,4,fifteen
4642,a,1,a,6,c,1,twelve
4643,a,1,b,5,f,3,fourteen
4644,c,1,f,6,e,4,fifteen
4645,c,2,h,3,d,5,fourteen
4646,b,2,b,3,h,2,eight
4647,d,1,d,6,c,6,draw
4648,b,1,h,8,g,1,twelve
4649,b,1,g,6,c,6,fifteen
4650,c,2,a,7,e,6,thirteen
4651,b,1,a,4,h,5,fourteen
4652,d,4,d,7,e,2,ten
4653,b,1,h,1,f,2,thirteen
4654,d,3,a,7,b,4,eleven
4655,d,1,g,5,d,6,fourteen
4656,c,3,c,4,b,1,three
4657,d,3,a,2,f,2,eight
4658,d,3,d,4,d,8,eleven
4659,d,3,d,5,h,6,ten
4660,d,2,a,2,c,6,thirteen
4661,d,2,d,1,c,4,fourteen
4662,c,1,g,3,c,8,fourteen
4663,c,1,a,3,g,4,fourteen
4664,d,4,e,8,f,4,eleven
4665,c,1,c,7,f,2,thirteen
4666,d,2,b,5,f,3,eleven
4667,d,1,c,2,g,2,ten
4668,b,2,g,4,g,7,fourteen
4669,c,3,b,4,h,2,eight
4670,d,1,e,1,g,4,thirteen
4671,c,1,h,2,e,2,twelve
4672,b,1,d,1,h,4,thirteen
4673,c,2,c,7,f,6,fourteen
4674,d,4,a,8,g,5,eleven
4675,d,1,c,7,g,6,fifteen
4676,d,2,d,5,d,6,draw
4677,d,3,g,6,a,1,five
4678,b,1,c,2,d,7,fifteen
4679,d,1,d,4,g,4,thirteen
4680,a,1,d,7,g,2,thirteen
4681,c,1,b,5,h,1,eight
4682,d,1,g,5,g,2,fourteen
4683,d,2,d,6,b,2,five
4684,d,2,b,5,a,7,eight
4685,a,1,g,5,d,2,fourteen
4686,c,2,d,6,f,6,fifteen
4687,c,1,a,6,h,7,twelve
4688,d,4,g,6,h,2,six
4689,d,3,h,3,f,7,twelve
4690,d,2,f,6,e,8,twelve
4691,b,1,d,7,e,6,draw
4692,c,3,g,6,f,1,eleven
4693,c,1,c,7,e,3,fifteen
4694,d,1,a,5,h,6,thirteen
4695,b,1,g,4,b,6,fourteen
4696,d,4,a,2,f,2,ten
4697,d,3,c,7,f,8,eight
4698,c,3,b,4,h,5,twelve
4699,d,1,e,3,c,8,thirteen
4700,c,2,g,3,a,2,one
4701,b,1,g,6,a,5,fourteen
4702,c,1,e,3,c,4,fourteen
4703,d,2,f,5,f,7,thirteen
4704,b,1,g,1,h,3,nine
4705,c,3,h,1,h,8,eleven
4706,b,1,f,3,d,2,ten
4707,d,1,g,3,a,7,eleven
4708,c,3,c,1,f,2,thirteen
4709,a,1,h,5,f,6,fifteen
4710,a,1,c,5,g,4,thirteen
4711,c,2,c,4,e,3,eight
4712,c,1,b,1,g,8,fourteen
4713,c,2,f,3,a,5,ten
4714,d,3,e,1,c,1,six
4715,c,3,g,5,h,4,draw
4716,c,3,d,5,h,3,ten
4717,d,3,c,6,g,1,eight
4718,c,1,f,2,b,7,thirteen
4719,d,1,c,3,b,1,five
4720,d,2,f,7,e,4,fourteen
4721,d,4,h,2,g,4,eleven
4722,c,1,c,2,c,3,fifteen
4723,d,1,h,2,g,1,draw
4724,c,3,c,1,h,8,eleven
4725,b,1,c,5,e,5,fifteen
4726,c,3,g,5,e,2,eleven
4727,d,2,f,3,c,6,thirteen
4728,d,3,f,1,h,7,ten
4729,d,2,c,7,b,8,draw
4730,d,3,b,7,e,5,twelve
4731,d,4,a,2,h,2,eight
4732,c,2,h,2,b,6,twelve
4733,d,2,c,2,b,3,ten
4734,c,2,a,7,g,6,thirteen
4735,d,2,h,7,h,5,twelve
4736,d,3,f,2,h,6,ten
4737,c,1,e,7,h,8,eleven
4738,d,1,e,6,e,3,fifteen
4739,c,2,e,1,e,3,thirteen
4740,d,2,e,6,g,1,six
4741,b,1,e,1,e,6,fourteen
4742,c,1,e,8,c,5,fourteen
4743,b,2,b,8,h,2,eleven
4744,c,1,a,8,d,5,fourteen
4745,b,1,c,4,a,4,ten
4746,b,1,c,3,c,8,fourteen
4747,c,2,g,4,d,5,thirteen
4748,d,3,b,2,g,4,twelve
4749,d,3,h,4,a,7,nine
4750,d,1,d,8,g,3,fourteen
4751,d,1,g,1,e,5,fifteen
4752,d,3,d,4,g,1,seven
4753,d,3,h,2,g,2,draw
4754,b,1,e,5,f,4,draw
4755,d,2,g,8,h,5,eight
4756,d,1,c,4,b,2,eight
4757,d,4,f,4,g,6,nine
4758,c,1,e,5,a,6,twelve
4759,c,2,e,4,g,4,eleven
4760,c,2,f,6,a,7,eleven
4761,d,1,a,4,b,7,fourteen
4762,c,2,e,2,h,4,twelve
4763,c,1,c,6,h,6,fifteen
4764,d,4,g,8,h,6,seven
4765,c,1,h,3,e,1,eight
4766,d,3,a,6,e,7,ten
4767,c,2,d,1,g,3,thirteen
4768,b,1,g,4,g,1,eleven
4769,d,4,b,5,g,4,ten
4770,b,2,f,6,g,1,eleven
4771,d,4,f,8,f,2,eight
4772,d,2,b,6,e,7,twelve
4773,d,1,d,3,e,8,thirteen
4774,d,3,b,1,f,2,eight
4775,b,1,c,1,f,2,fourteen
4776,d,2,e,1,g,1,seven
4777,d,1,e,4,c,5,fourteen
4778,b,2,b,4,e,2,eleven
4779,b,1,g,5,d,8,fourteen
4780,d,1,h,5,d,4,twelve
4781,c,2,f,1,a,1,two
4782,d,3,d,4,a,2,five
4783,c,3,h,2,f,5,thirteen
4784,b,2,b,3,f,1,eight
4785,d,3,g,3,f,1,seven
4786,d,1,a,1,e,5,fourteen
4787,c,1,d,7,b,8,eleven
4788,d,1,h,1,b,6,fourteen
4789,b,1,g,8,g,6,fifteen
4790,b,1,b,4,a,7,seven
4791,c,1,h,1,e,3,fourteen
4792,d,3,e,8,a,2,six
4793,d,2,e,5,h,2,eight
4794,b,1,h,4,h,6,fourteen
4795,c,3,f,3,h,8,ten
4796,b,2,c,8,f,1,ten
4797,c,1,h,2,d,6,fourteen
4798,d,2,e,6,a,1,four
4799,c,2,e,6,b,6,twelve
4800,d,4,g,2,g,5,eleven
4801,d,3,b,4,d,5,twelve
4802,c,2,c,1,c,8,thirteen
4803,b,1,f,6,a,7,thirteen
4804,b,1,e,7,g,6,fourteen
4805,c,1,e,7,d,6,draw
4806,d,2,a,2,f,6,thirteen
4807,d,2,g,2,e,6,thirteen
4808,d,2,b,1,f,5,thirteen
4809,a,1,b,3,d,2,ten
4810,c,1,b,3,a,7,seven
4811,b,1,a,5,c,5,fourteen
4812,d,1,g,2,a,7,twelve
4813,c,1,b,8,f,3,fourteen
4814,d,2,b,7,g,8,nine
4815,b,1,a,1,g,2,eleven
4816,d,2,b,7,g,4,thirteen
4817,b,1,g,2,g,7,fourteen
4818,c,3,f,5,g,3,eleven
4819,c,2,d,7,g,1,nine
4820,b,1,d,2,b,4,twelve
4821,c,2,h,2,e,6,thirteen
4822,d,1,f,2,b,3,thirteen
4823,b,1,b,7,e,4,fifteen
4824,d,2,a,7,f,1,six
4825,d,2,b,1,h,4,eleven
4826,d,2,d,3,a,6,ten
4827,d,3,f,3,f,2,draw
4828,c,3,d,6,e,2,ten
4829,d,3,g,5,f,7,twelve
4830,b,1,g,4,h,2,ten
4831,b,1,g,3,d,1,nine
4832,c,2,a,3,c,4,fourteen
4833,c,1,f,7,f,8,draw
4834,d,3,c,5,d,1,two
4835,c,3,g,7,h,7,draw
4836,b,1,g,7,e,2,fourteen
4837,a,1,e,8,e,4,fifteen
4838,d,1,h,5,e,8,thirteen
4839,d,3,f,7,b,6,twelve
4840,d,1,d,6,h,7,thirteen
4841,c,2,f,2,d,4,fifteen
4842,a,1,e,6,g,3,fifteen
4843,b,1,c,8,g,3,fourteen
4844,c,2,h,4,f,2,nine
4845,c,1,a,7,a,4,twelve
4846,d,3,e,7,f,6,draw
4847,d,3,b,3,f,8,twelve
4848,c,2,e,7,a,5,twelve
4849,c,2,a,7,b,8,draw
4850,d,1,f,1,g,3,eleven
4851,c,2,c,8,e,7,fourteen
4852,b,2,a,2,d,3,fourteen
4853,c,2,b,7,e,3,fourteen
4854,d,1,b,1,h,3,thirteen
4855,d,4,h,2,g,7,eleven
4856,d,4,b,3,h,3,nine
4857,b,1,f,2,h,8,twelve
4858,c,1,f,8,a,1,two
4859,c,3,c,1,b,1,draw
4860,c,3,c,7,h,5,thirteen
4861,c,2,f,4,b,8,eleven
4862,c,2,h,7,c,4,fourteen
4863,b,1,f,8,b,5,fourteen
4864,c,2,h,3,h,6,thirteen
4865,d,1,b,3,f,2,five
4866,d,1,e,8,h,4,twelve
4867,b,2,a,1,e,2,twelve
4868,d,1,f,7,d,4,fifteen
4869,c,1,h,3,b,7,thirteen
4870,c,3,a,6,d,1,ten
4871,b,1,g,2,f,7,fourteen
4872,d,3,h,6,b,4,twelve
4873,d,2,f,6,a,1,four
4874,d,2,h,2,d,4,thirteen
4875,d,2,g,5,f,6,draw
4876,c,2,g,7,b,5,thirteen
4877,c,2,h,3,f,1,eight
4878,a,1,e,3,h,8,fourteen
